member_id,publication_year,publication_count,publications_with_keywords
mem_4435cc366f,2022,14,11
mem_4435cc366f,2023,12,11
mem_4435cc366f,2024,13,11
mem_4435cc366f,2025,19,16
mem_4435cc366f,2026,5,4
mem_44def62df0,1998,1,1
mem_44def62df0,2008,2,2
mem_44def62df0,2009,4,2
mem_44def62df0,2010,5,3
mem_44def62df0,2011,1,1
mem_44def62df0,2012,8,7
mem_44def62df0,2013,6,5
mem_44def62df0,2014,6,2
mem_44def62df0,2015,4,4
mem_44def62df0,2016,9,7
mem_44def62df0,2017,14,10
mem_44def62df0,2018,12,7
mem_44def62df0,2019,19,14
mem_44def62df0,2020,35,30
mem_44def62df0,2021,27,23
mem_44def62df0,2022,42,31
mem_44def62df0,2023,37,32
mem_44def62df0,2024,42,41
mem_44def62df0,2025,38,31
mem_44def62df0,2026,27,26
mem_4517ebed1e,1981,1,0
mem_4517ebed1e,1982,2,0
mem_4517ebed1e,1983,2,0
mem_4517ebed1e,1984,2,0
mem_4517ebed1e,1985,3,1
mem_4517ebed1e,1986,2,0
mem_4517ebed1e,1987,3,0
mem_4517ebed1e,1988,3,1
mem_4517ebed1e,1989,9,3
mem_4517ebed1e,1990,6,3
mem_4517ebed1e,1991,4,3
mem_4517ebed1e,1992,5,1
mem_4517ebed1e,1993,10,7
mem_4517ebed1e,1994,4,2
mem_4517ebed1e,1995,2,1
mem_4517ebed1e,1996,9,8
mem_4517ebed1e,1997,4,4
mem_4517ebed1e,1998,9,5
mem_4517ebed1e,1999,8,5
mem_4517ebed1e,2000,5,5
mem_4517ebed1e,2001,10,7
mem_4517ebed1e,2002,10,6
mem_4517ebed1e,2003,10,7
mem_4517ebed1e,2004,5,3
mem_4517ebed1e,2005,8,2
mem_4517ebed1e,2006,8,7
mem_4517ebed1e,2007,1,1
mem_4517ebed1e,2008,7,3
mem_4517ebed1e,2009,9,8
mem_4517ebed1e,2010,7,5
mem_4517ebed1e,2011,8,1
mem_4517ebed1e,2012,7,7
mem_4517ebed1e,2013,9,8
mem_4517ebed1e,2014,12,11
mem_4517ebed1e,2015,5,5
mem_4517ebed1e,2016,9,7
mem_4517ebed1e,2017,10,10
mem_4517ebed1e,2018,6,2
mem_4517ebed1e,2019,5,5
mem_4517ebed1e,2020,7,5
mem_4517ebed1e,2021,9,7
mem_4517ebed1e,2022,5,4
mem_4517ebed1e,2023,4,3
mem_4517ebed1e,2024,9,7
mem_4517ebed1e,2025,5,3
mem_4517ebed1e,2026,7,4
mem_4598061484,2006,1,1
mem_4598061484,2014,1,1
mem_4598061484,2016,2,1
mem_4598061484,2020,1,1
mem_460c3f47d4,2005,1,1
mem_460c3f47d4,2006,1,0
mem_460c3f47d4,2008,1,1
mem_460c3f47d4,2009,1,1
mem_460c3f47d4,2012,1,1
mem_460c3f47d4,2013,2,1
mem_460c3f47d4,2015,9,4
mem_460c3f47d4,2016,5,2
mem_460c3f47d4,2017,4,4
mem_460c3f47d4,2018,8,7
mem_460c3f47d4,2019,11,9
mem_460c3f47d4,2020,12,10
mem_460c3f47d4,2021,20,17
mem_460c3f47d4,2022,21,14
mem_460c3f47d4,2023,25,23
mem_460c3f47d4,2024,32,31
mem_460c3f47d4,2025,52,45
mem_460c3f47d4,2026,34,31
mem_473d2f19dd,1994,1,1
mem_473d2f19dd,1996,1,1
mem_473d2f19dd,2000,1,0
mem_473d2f19dd,2002,1,0
mem_473d2f19dd,2005,2,0
mem_473d2f19dd,2006,5,2
mem_473d2f19dd,2007,3,2
mem_473d2f19dd,2008,5,4
mem_473d2f19dd,2009,3,1
mem_473d2f19dd,2010,7,6
mem_473d2f19dd,2011,9,6
mem_473d2f19dd,2012,19,11
mem_473d2f19dd,2013,31,11
mem_473d2f19dd,2014,31,20
mem_473d2f19dd,2015,23,15
mem_473d2f19dd,2016,35,25
mem_473d2f19dd,2017,31,21
mem_473d2f19dd,2018,23,15
mem_473d2f19dd,2019,24,16
mem_473d2f19dd,2020,34,28
mem_473d2f19dd,2021,30,24
mem_473d2f19dd,2022,22,20
mem_473d2f19dd,2023,20,14
mem_473d2f19dd,2024,24,17
mem_473d2f19dd,2025,22,11
mem_473d2f19dd,2026,18,15
mem_4d14f5ed5f,1996,2,0
mem_4d14f5ed5f,1998,3,2
mem_4d14f5ed5f,2000,2,1
mem_4d14f5ed5f,2001,1,0
mem_4d14f5ed5f,2002,3,3
mem_4d14f5ed5f,2003,1,0
mem_4d14f5ed5f,2006,1,0
mem_4d14f5ed5f,2007,2,2
mem_4d14f5ed5f,2009,1,1
mem_4d14f5ed5f,2010,1,1
mem_4d14f5ed5f,2013,2,1
mem_4d14f5ed5f,2016,1,1
mem_4d14f5ed5f,2020,2,0
mem_4d14f5ed5f,2021,1,1
mem_4d14f5ed5f,2022,1,1
mem_4f3849e54e,1985,2,0
mem_4f3849e54e,1986,1,0
mem_4f3849e54e,1988,1,0
mem_4f3849e54e,1990,1,1
mem_4f3849e54e,1991,1,1
mem_4f3849e54e,1993,5,4
mem_4f3849e54e,1994,1,0
mem_4f3849e54e,1995,3,2
mem_4f3849e54e,1996,6,4
mem_4f3849e54e,1997,7,2
mem_4f3849e54e,1998,6,4
mem_4f3849e54e,1999,3,2
mem_4f3849e54e,2000,3,2
mem_4f3849e54e,2001,3,2
mem_4f3849e54e,2002,2,0
mem_4f3849e54e,2003,1,1
mem_4f3849e54e,2005,3,2
mem_4f3849e54e,2006,2,2
mem_4f3849e54e,2007,4,4
mem_4f3849e54e,2009,4,0
mem_4f3849e54e,2010,5,0
mem_4f3849e54e,2011,5,2
mem_4f3849e54e,2012,1,1
mem_4f3849e54e,2013,3,2
mem_4f3849e54e,2014,3,2
mem_4f3849e54e,2015,2,2
mem_4f3849e54e,2016,1,0
mem_4f3849e54e,2017,3,3
mem_4f3849e54e,2018,3,2
mem_4f3849e54e,2019,3,2
mem_4f3849e54e,2021,1,1
mem_4f3849e54e,2022,1,1
mem_4f3849e54e,2023,2,2
mem_4f4215a32e,2019,1,1
mem_4f4215a32e,2020,1,1
mem_4f4215a32e,2021,4,3
mem_4f4215a32e,2022,6,6
mem_4f4215a32e,2023,5,4
mem_4f4215a32e,2024,5,5
mem_4f4215a32e,2025,15,13
mem_4f4215a32e,2026,4,4
mem_4fab7d2841,2008,2,1
mem_4fab7d2841,2009,3,2
mem_4fab7d2841,2010,1,0
mem_4fab7d2841,2011,3,0
mem_4fab7d2841,2012,3,0
mem_4fab7d2841,2013,2,1
mem_4fab7d2841,2014,3,0
mem_4fab7d2841,2015,4,2
mem_4fab7d2841,2016,2,2
mem_4fab7d2841,2018,4,2
mem_4fab7d2841,2019,6,4
mem_4fab7d2841,2020,2,1
mem_4fab7d2841,2021,15,9
mem_4fab7d2841,2022,20,18
mem_4fab7d2841,2023,16,10
mem_4fab7d2841,2024,7,5
mem_4fab7d2841,2025,23,13
mem_4fab7d2841,2026,12,9
mem_4fc16fbe9a,2007,1,1
mem_4fc16fbe9a,2008,2,2
mem_4fc16fbe9a,2009,3,3
mem_4fc16fbe9a,2010,2,2
mem_4fc16fbe9a,2011,3,2
mem_4fc16fbe9a,2012,2,2
mem_4fc16fbe9a,2014,1,1
mem_4fc16fbe9a,2015,2,2
mem_4fc16fbe9a,2016,1,1
mem_4fc16fbe9a,2017,1,1
mem_4fc16fbe9a,2018,3,3
mem_4fc16fbe9a,2019,1,1
mem_4fc16fbe9a,2020,2,2
mem_4fc16fbe9a,2021,1,1
mem_4fcca18975,1998,1,1
mem_4fcca18975,1999,1,0
mem_4fcca18975,2000,1,1
mem_4fcca18975,2001,2,1
mem_4fcca18975,2002,2,1
mem_4fcca18975,2003,3,3
mem_4fcca18975,2004,3,2
mem_4fcca18975,2005,1,1
mem_4fcca18975,2006,5,5
mem_4fcca18975,2007,6,4
mem_4fcca18975,2008,10,5
mem_4fcca18975,2009,3,2
mem_4fcca18975,2010,3,2
mem_4fcca18975,2011,1,0
mem_4fcca18975,2012,1,1
mem_4fcca18975,2013,3,3
mem_4fcca18975,2014,9,8
mem_4fcca18975,2015,5,3
mem_4fcca18975,2016,13,11
mem_4fcca18975,2017,10,8
mem_4fcca18975,2018,3,3
mem_4fcca18975,2019,13,10
mem_4fcca18975,2020,14,8
mem_4fcca18975,2021,21,15
mem_4fcca18975,2022,16,13
mem_4fcca18975,2023,8,6
mem_4fcca18975,2024,6,4
mem_4fcca18975,2025,3,2
mem_4fcca18975,2026,4,2
mem_50e629396d,2007,1,0
mem_51d0744557,2013,3,3
mem_51d0744557,2014,3,0
mem_51d0744557,2015,3,0
mem_51d0744557,2016,5,1
mem_51d0744557,2017,11,3
mem_51d0744557,2018,22,7
mem_51d0744557,2019,27,3
mem_51d0744557,2020,40,4
mem_51d0744557,2021,54,9
mem_51d0744557,2022,58,8
mem_51d0744557,2023,40,13
mem_51d0744557,2024,69,29
mem_51d0744557,2025,62,33
mem_51d0744557,2026,46,32
mem_5357e9a762,1988,1,0
mem_5357e9a762,1989,2,0
mem_5357e9a762,1990,1,0
mem_5357e9a762,1992,1,0
mem_5357e9a762,1996,1,1
mem_5357e9a762,1997,9,2
mem_5357e9a762,1998,1,0
mem_5357e9a762,1999,2,2
mem_5357e9a762,2000,2,1
mem_5357e9a762,2001,2,0
mem_5357e9a762,2002,2,1
mem_5357e9a762,2004,1,1
mem_5357e9a762,2005,4,3
mem_5357e9a762,2006,2,2
mem_5357e9a762,2007,6,2
mem_5357e9a762,2009,2,2
mem_5357e9a762,2010,5,3
mem_5357e9a762,2011,3,1
mem_5357e9a762,2012,2,1
mem_5357e9a762,2013,7,5
mem_5357e9a762,2014,6,3
mem_5357e9a762,2015,3,3
mem_5357e9a762,2016,5,4
mem_5357e9a762,2017,4,3
mem_5357e9a762,2018,5,3
mem_5357e9a762,2019,4,3
mem_5357e9a762,2020,6,5
mem_5357e9a762,2021,3,3
mem_5357e9a762,2022,3,1
mem_5357e9a762,2023,2,2
mem_53686b30d5,2006,6,5
mem_53686b30d5,2008,7,6
mem_53686b30d5,2009,8,6
mem_53686b30d5,2010,4,4
mem_53686b30d5,2011,3,2
mem_53686b30d5,2012,1,1
mem_53686b30d5,2013,4,4
mem_53686b30d5,2014,6,5
mem_53686b30d5,2015,2,0
mem_53686b30d5,2016,4,4
mem_53686b30d5,2017,3,2
mem_53686b30d5,2018,6,4
mem_53686b30d5,2019,3,3
mem_53686b30d5,2020,8,7
mem_53686b30d5,2021,5,4
mem_53686b30d5,2022,3,3
mem_53686b30d5,2024,5,5
mem_53686b30d5,2025,3,2
mem_53686b30d5,2026,1,1
mem_53bdbb7000,2004,1,0
mem_53bdbb7000,2007,1,1
mem_53bdbb7000,2008,1,1
mem_53bdbb7000,2009,2,1
mem_53bdbb7000,2011,2,1
mem_53bdbb7000,2012,4,0
mem_53bdbb7000,2013,3,0
mem_53bdbb7000,2014,1,1
mem_53bdbb7000,2016,1,0
mem_53bdbb7000,2017,1,0
mem_53bdbb7000,2018,2,1
mem_53bdbb7000,2019,1,1
mem_53bdbb7000,2021,3,2
mem_53bdbb7000,2022,3,1
mem_53bdbb7000,2024,2,1
mem_53bdbb7000,2025,1,1
mem_53bdbb7000,2026,2,2
mem_53c25f2cf7,2001,1,0
mem_53c25f2cf7,2002,2,0
mem_53c25f2cf7,2003,2,1
mem_53c25f2cf7,2004,1,1
mem_53c25f2cf7,2005,1,0
mem_53c25f2cf7,2006,5,1
mem_53c25f2cf7,2007,2,1
mem_53c25f2cf7,2008,4,2
mem_53c25f2cf7,2009,5,1
mem_53c25f2cf7,2010,2,2
mem_53c25f2cf7,2011,6,0
mem_53c25f2cf7,2012,5,0
mem_53c25f2cf7,2013,5,2
mem_53c25f2cf7,2014,10,3
mem_53c25f2cf7,2015,9,3
mem_53c25f2cf7,2016,10,3
mem_53c25f2cf7,2017,9,4
mem_53c25f2cf7,2018,14,6
mem_53c25f2cf7,2019,8,5
mem_53c25f2cf7,2020,10,2
mem_53c25f2cf7,2021,11,4
mem_53c25f2cf7,2022,15,7
mem_53c25f2cf7,2023,13,6
mem_53c25f2cf7,2024,13,4
mem_53c25f2cf7,2025,10,6
mem_53c25f2cf7,2026,8,6
mem_53e60fab63,2011,3,1
mem_53e60fab63,2012,2,0
mem_53e60fab63,2015,3,2
mem_53e60fab63,2016,1,1
mem_53e60fab63,2019,1,1
mem_53e60fab63,2021,1,1
mem_53e60fab63,2023,3,2
mem_53e60fab63,2024,2,2
mem_53e60fab63,2025,1,1
mem_53e913a810,2000,1,0
mem_53e913a810,2001,1,0
mem_53e913a810,2005,3,1
mem_53e913a810,2006,1,0
mem_53e913a810,2007,4,2
mem_53e913a810,2008,1,1
mem_53e913a810,2009,3,2
mem_53e913a810,2010,2,2
mem_53e913a810,2011,2,1
mem_53e913a810,2012,2,2
mem_53e913a810,2013,3,2
mem_53e913a810,2014,5,0
mem_53e913a810,2015,3,1
mem_53e913a810,2016,7,4
mem_53e913a810,2017,6,4
mem_53e913a810,2018,5,4
mem_53e913a810,2019,3,0
mem_53e913a810,2020,4,1
mem_53e913a810,2021,3,1
mem_53e913a810,2022,3,1
mem_53e913a810,2023,4,4
mem_53e913a810,2024,2,0
mem_53e913a810,2025,1,1
mem_53e913a810,2026,1,1
mem_544d7ede34,2009,2,0
mem_544d7ede34,2013,2,0
mem_544d7ede34,2015,2,2
mem_544d7ede34,2016,3,3
mem_544d7ede34,2017,2,2
mem_544d7ede34,2018,1,1
mem_544d7ede34,2019,2,2
mem_544d7ede34,2020,3,2
mem_544d7ede34,2021,5,5
mem_544d7ede34,2022,2,2
mem_544d7ede34,2023,3,3
mem_544d7ede34,2024,1,1
mem_544d7ede34,2025,2,1
mem_544d7ede34,2026,1,1
mem_5484cb96e1,1965,1,0
mem_5484cb96e1,1966,1,0
mem_5484cb96e1,1967,1,0
mem_5484cb96e1,1969,1,0
mem_5484cb96e1,1970,3,1
mem_5484cb96e1,1971,2,0
mem_5484cb96e1,1972,1,0
mem_5484cb96e1,1973,2,0
mem_5484cb96e1,1974,2,1
mem_5484cb96e1,1975,1,0
mem_5484cb96e1,1976,1,0
mem_5484cb96e1,1977,4,3
mem_5484cb96e1,1979,3,0
mem_5484cb96e1,1980,1,0
mem_5484cb96e1,1981,3,0
mem_5484cb96e1,1984,2,0
mem_5484cb96e1,1985,4,0
mem_5484cb96e1,1986,1,0
mem_5484cb96e1,1987,8,0
mem_5484cb96e1,1988,2,0
mem_5484cb96e1,1989,3,0
mem_5484cb96e1,1990,7,0
mem_5484cb96e1,1991,6,0
mem_5484cb96e1,1992,9,0
mem_5484cb96e1,1993,4,0
mem_5484cb96e1,1994,13,0
mem_5484cb96e1,1995,13,0
mem_5484cb96e1,1996,11,2
mem_5484cb96e1,1997,8,2
mem_5484cb96e1,1998,9,4
mem_5484cb96e1,1999,6,1
mem_5484cb96e1,2000,5,0
mem_5484cb96e1,2001,2,1
mem_5484cb96e1,2002,4,0
mem_5484cb96e1,2003,6,3
mem_5484cb96e1,2004,6,1
mem_5484cb96e1,2005,10,3
mem_5484cb96e1,2006,4,2
mem_5484cb96e1,2007,3,1
mem_5484cb96e1,2008,4,0
mem_5484cb96e1,2009,5,3
mem_5484cb96e1,2010,4,3
mem_5484cb96e1,2011,4,1
mem_5484cb96e1,2012,4,0
mem_5484cb96e1,2013,1,0
mem_5484cb96e1,2014,1,1
mem_5484cb96e1,2015,1,1
mem_5484cb96e1,2016,2,2
mem_5484cb96e1,2017,3,1
mem_5484cb96e1,2018,2,1
mem_5484cb96e1,2019,3,0
mem_5484cb96e1,2021,1,1
mem_5484cb96e1,2025,1,0
mem_5484cb96e1,2026,1,0
mem_5559bbda00,2007,1,1
mem_5559bbda00,2014,1,1
mem_5559bbda00,2017,1,1
mem_5559bbda00,2018,2,0
mem_5559bbda00,2021,1,1
mem_5559bbda00,2023,1,1
mem_5559bbda00,2024,2,2
mem_57d1619bfe,2009,1,1
mem_57d1619bfe,2011,3,2
mem_57d1619bfe,2012,3,3
mem_57d1619bfe,2013,4,2
mem_57d1619bfe,2015,3,2
mem_57d1619bfe,2016,3,3
mem_57d1619bfe,2018,10,8
mem_57d1619bfe,2019,6,4
mem_57d1619bfe,2020,17,11
mem_57d1619bfe,2021,16,11
mem_57d1619bfe,2022,11,9
mem_57d1619bfe,2023,19,12
mem_57d1619bfe,2024,20,16
mem_57d1619bfe,2025,37,29
mem_57d1619bfe,2026,10,9
mem_581f118e90,2009,1,0
mem_581f118e90,2010,1,0
mem_581f118e90,2011,1,1
mem_581f118e90,2013,1,1
mem_581f118e90,2015,1,1
mem_581f118e90,2017,2,2
mem_581f118e90,2018,7,5
mem_581f118e90,2019,8,8
mem_581f118e90,2020,2,2
mem_581f118e90,2021,2,2
mem_581f118e90,2022,2,2
mem_581f118e90,2023,4,4
mem_581f118e90,2024,5,5
mem_581f118e90,2025,13,9
mem_581f118e90,2026,7,7
mem_587dff4153,2011,1,0
mem_587dff4153,2012,1,1
mem_587dff4153,2015,2,2
mem_587dff4153,2016,1,0
mem_587dff4153,2017,1,1
mem_587dff4153,2018,2,0
mem_587dff4153,2019,1,1
mem_587dff4153,2020,5,3
mem_587dff4153,2021,1,1
mem_587dff4153,2022,2,2
mem_587dff4153,2023,2,2
mem_587dff4153,2024,4,4
mem_587dff4153,2025,7,5
mem_587dff4153,2026,2,2
mem_599092b85f,2011,1,1
mem_599092b85f,2012,2,2
mem_599092b85f,2013,2,2
mem_599092b85f,2014,3,2
mem_599092b85f,2015,2,2
mem_599092b85f,2016,2,2
mem_599092b85f,2017,1,0
mem_599092b85f,2019,3,3
mem_599092b85f,2020,1,1
mem_599092b85f,2021,1,1
mem_599092b85f,2022,5,3
mem_599092b85f,2023,1,1
mem_599092b85f,2024,2,2
mem_599092b85f,2025,3,1
mem_599092b85f,2026,3,3
mem_5e831960ba,2003,1,1
mem_5e831960ba,2004,1,1
mem_5e831960ba,2006,1,1
mem_5e831960ba,2007,4,4
mem_5e831960ba,2008,1,1
mem_5e831960ba,2009,1,1
mem_5e831960ba,2010,2,1
mem_5e831960ba,2011,2,1
mem_5e831960ba,2014,1,0
mem_5e831960ba,2017,1,1
mem_5e831960ba,2018,1,1
mem_5e831960ba,2019,1,0
mem_5e8669ce5b,1998,1,0
mem_5e8669ce5b,1999,2,1
mem_5e8669ce5b,2000,1,0
mem_5e8669ce5b,2001,1,0
mem_5e8669ce5b,2002,4,0
mem_5e8669ce5b,2003,2,0
mem_5e8669ce5b,2004,5,2
mem_5e8669ce5b,2005,4,3
mem_5e8669ce5b,2006,1,1
mem_5e8669ce5b,2007,7,3
mem_5e8669ce5b,2008,6,3
mem_5e8669ce5b,2009,2,1
mem_5e8669ce5b,2010,6,3
mem_5e8669ce5b,2011,7,6
mem_5e8669ce5b,2012,13,9
mem_5e8669ce5b,2013,6,4
mem_5e8669ce5b,2014,7,6
mem_5e8669ce5b,2015,6,4
mem_5e8669ce5b,2016,8,8
mem_5e8669ce5b,2017,7,4
mem_5e8669ce5b,2018,9,7
mem_5e8669ce5b,2019,10,9
mem_5e8669ce5b,2020,7,7
mem_5e8669ce5b,2021,9,9
mem_5e8669ce5b,2022,7,2
mem_5e8669ce5b,2023,13,10
mem_5e8669ce5b,2024,7,5
mem_5e8669ce5b,2025,16,15
mem_5e8669ce5b,2026,5,5
mem_5f0bb4bf6e,2001,1,1
mem_5f0bb4bf6e,2006,2,1
mem_5f0bb4bf6e,2007,3,2
mem_5f0bb4bf6e,2008,7,5
mem_5f0bb4bf6e,2009,6,2
mem_5f0bb4bf6e,2010,6,4
mem_5f0bb4bf6e,2011,9,7
mem_5f0bb4bf6e,2012,17,12
mem_5f0bb4bf6e,2013,9,6
mem_5f0bb4bf6e,2014,4,3
mem_5f0bb4bf6e,2015,10,6
mem_5f0bb4bf6e,2016,10,7
mem_5f0bb4bf6e,2017,6,5
mem_5f0bb4bf6e,2018,13,12
mem_5f0bb4bf6e,2019,13,3
mem_5f0bb4bf6e,2020,11,6
mem_5f0bb4bf6e,2021,10,7
mem_5f0bb4bf6e,2022,13,9
mem_5f0bb4bf6e,2023,12,6
mem_5f0bb4bf6e,2024,11,10
mem_5f0bb4bf6e,2025,16,16
mem_5f0bb4bf6e,2026,11,8
mem_5f5dfc3246,1997,2,1
mem_5f5dfc3246,1998,1,0
mem_5f5dfc3246,2001,1,0
mem_5f5dfc3246,2005,1,0
mem_5f5dfc3246,2006,1,0
mem_5f5dfc3246,2007,2,2
mem_5f5dfc3246,2009,1,0
mem_5f5dfc3246,2010,5,4
mem_5f5dfc3246,2011,3,3
mem_5f5dfc3246,2013,2,2
mem_5f5dfc3246,2015,1,1
mem_5f8c42fffa,2008,2,1
mem_5f8c42fffa,2009,2,2
mem_5f8c42fffa,2010,2,2
mem_5f8c42fffa,2011,5,4
mem_5f8c42fffa,2012,6,5
mem_5f8c42fffa,2013,5,4
mem_5f8c42fffa,2014,3,3
mem_5f8c42fffa,2015,3,3
mem_5f8c42fffa,2016,3,2
mem_5f8c42fffa,2017,6,5
mem_5f8c42fffa,2018,13,12
mem_5f8c42fffa,2019,17,14
mem_5f8c42fffa,2020,29,26
mem_5f8c42fffa,2021,25,22
mem_5f8c42fffa,2022,30,26
mem_5f8c42fffa,2023,21,19
mem_5f8c42fffa,2024,26,19
mem_5f8c42fffa,2025,31,21
mem_5f8c42fffa,2026,14,12
mem_5fb66a15c5,2006,1,1
mem_5fb66a15c5,2007,2,0
mem_5fb66a15c5,2012,2,0
mem_5fb66a15c5,2017,2,1
mem_5fb66a15c5,2019,1,0
mem_5fb66a15c5,2020,1,1
mem_5fb66a15c5,2021,5,2
mem_5fb66a15c5,2022,1,1
mem_5fb66a15c5,2023,1,0
mem_5fb66a15c5,2024,3,1
mem_5fb66a15c5,2025,5,2
mem_5fb66a15c5,2026,3,2
mem_601dd6a6ac,1991,1,1
mem_601dd6a6ac,1992,2,1
mem_601dd6a6ac,1993,1,1
mem_601dd6a6ac,1994,2,0
mem_601dd6a6ac,1995,5,1
mem_601dd6a6ac,1997,5,3
mem_601dd6a6ac,1999,1,1
mem_601dd6a6ac,2000,1,0
mem_601dd6a6ac,2001,1,1
mem_601dd6a6ac,2002,3,2
mem_601dd6a6ac,2003,5,5
mem_601dd6a6ac,2004,2,0
mem_601dd6a6ac,2005,1,1
mem_601dd6a6ac,2006,2,1
mem_601dd6a6ac,2007,1,0
mem_601dd6a6ac,2008,2,1
mem_601dd6a6ac,2009,3,2
mem_601dd6a6ac,2010,6,4
mem_601dd6a6ac,2011,1,1
mem_601dd6a6ac,2012,1,1
mem_601dd6a6ac,2013,3,2
mem_601dd6a6ac,2014,1,1
mem_601dd6a6ac,2015,3,3
mem_601dd6a6ac,2016,3,3
mem_601dd6a6ac,2017,3,3
mem_601dd6a6ac,2018,2,0
mem_601dd6a6ac,2019,4,3
mem_601dd6a6ac,2020,3,3
mem_601dd6a6ac,2021,1,0
mem_601dd6a6ac,2022,1,1
mem_601dd6a6ac,2023,2,2
mem_601dd6a6ac,2024,4,3
mem_601dd6a6ac,2025,1,1
mem_601dd6a6ac,2026,1,1
mem_60ca7c3bc6,1997,1,0
mem_60ca7c3bc6,1998,1,0
mem_60ca7c3bc6,2000,1,0
mem_60ca7c3bc6,2002,3,1
mem_60ca7c3bc6,2003,1,0
mem_60ca7c3bc6,2006,4,1
mem_60ca7c3bc6,2007,2,1
mem_60ca7c3bc6,2008,3,2
mem_60ca7c3bc6,2010,1,0
mem_60ca7c3bc6,2011,1,1
mem_60ca7c3bc6,2012,3,0
mem_60ca7c3bc6,2013,1,1
mem_60ca7c3bc6,2014,3,3
mem_60ca7c3bc6,2015,3,0
mem_60ca7c3bc6,2016,1,0
mem_60ca7c3bc6,2017,3,2
mem_60ca7c3bc6,2018,1,1
mem_60ca7c3bc6,2019,4,1
mem_60ca7c3bc6,2020,6,4
mem_60ca7c3bc6,2021,1,0
mem_60ca7c3bc6,2022,3,0
mem_60ca7c3bc6,2023,3,2
mem_60ca7c3bc6,2024,1,0
mem_60ca7c3bc6,2025,4,2
mem_60ca7c3bc6,2026,1,1
mem_613baceb13,1998,1,1
mem_613baceb13,2000,1,1
mem_613baceb13,2007,1,1
mem_613baceb13,2008,1,1
mem_613baceb13,2010,1,0
mem_613baceb13,2011,1,1
mem_613baceb13,2012,4,3
mem_613baceb13,2013,19,3
mem_613baceb13,2014,9,5
mem_613baceb13,2015,4,3
mem_613baceb13,2016,3,2
mem_613baceb13,2017,6,4
mem_613baceb13,2018,5,5
mem_613baceb13,2019,3,1
mem_613baceb13,2020,8,7
mem_613baceb13,2021,10,6
mem_613baceb13,2022,8,4
mem_613baceb13,2023,2,2
mem_613baceb13,2024,6,6
mem_613baceb13,2025,7,4
mem_613baceb13,2026,7,6
mem_61578b7504,1993,1,0
mem_61578b7504,1995,2,0
mem_61578b7504,1998,2,0
mem_61578b7504,1999,4,1
mem_61578b7504,2001,1,0
mem_61578b7504,2002,1,0
mem_61578b7504,2003,1,0
mem_61578b7504,2004,1,0
mem_61578b7504,2005,3,1
mem_61578b7504,2006,4,2
mem_61578b7504,2007,2,2
mem_61578b7504,2008,5,2
mem_61578b7504,2009,4,3
mem_61578b7504,2010,7,4
mem_61578b7504,2011,3,1
mem_61578b7504,2012,5,1
mem_61578b7504,2013,4,3
mem_61578b7504,2014,5,4
mem_61578b7504,2015,3,1
mem_61578b7504,2016,6,3
mem_61578b7504,2017,5,2
mem_61578b7504,2018,7,2
mem_61578b7504,2019,11,8
mem_61578b7504,2020,7,5
mem_61578b7504,2021,9,6
mem_61578b7504,2022,4,4
mem_61578b7504,2023,3,1
mem_61578b7504,2024,5,4
mem_61578b7504,2025,10,8
mem_61578b7504,2026,1,1
mem_61c2300e70,2004,1,1
mem_61c2300e70,2007,3,1
mem_61c2300e70,2008,6,5
mem_61c2300e70,2009,8,4
mem_61c2300e70,2010,4,3
mem_61c2300e70,2011,5,3
mem_61c2300e70,2012,5,3
mem_61c2300e70,2013,8,4
mem_61c2300e70,2014,6,4
mem_61c2300e70,2015,3,3
mem_61c2300e70,2016,5,3
mem_61c2300e70,2017,6,3
mem_61c2300e70,2018,2,1
mem_61c2300e70,2019,8,3
mem_61c2300e70,2020,9,4
mem_61c2300e70,2021,6,4
mem_61c2300e70,2022,9,4
mem_61c2300e70,2023,11,7
mem_61c2300e70,2024,7,6
mem_61c2300e70,2025,12,8
mem_61c2300e70,2026,7,7
mem_622613bf11,2007,2,1
mem_622613bf11,2008,1,1
mem_622613bf11,2009,1,1
mem_622613bf11,2010,3,0
mem_622613bf11,2011,3,2
mem_622613bf11,2013,2,1
mem_622613bf11,2014,4,3
mem_622613bf11,2015,5,5
mem_622613bf11,2016,3,2
mem_622613bf11,2017,9,7
mem_622613bf11,2018,8,7
mem_622613bf11,2019,10,9
mem_622613bf11,2020,12,11
mem_622613bf11,2021,12,11
mem_622613bf11,2022,12,10
mem_622613bf11,2023,6,4
mem_622613bf11,2024,11,10
mem_622613bf11,2025,8,7
mem_622613bf11,2026,6,6
mem_638c45e04a,2010,1,0
mem_638c45e04a,2012,1,0
mem_638c45e04a,2013,1,0
mem_638c45e04a,2014,1,0
mem_638c45e04a,2015,3,3
mem_638c45e04a,2016,3,3
mem_638c45e04a,2017,3,3
mem_638c45e04a,2018,4,4
mem_638c45e04a,2019,2,2
mem_638c45e04a,2020,5,4
mem_638c45e04a,2021,1,1
mem_638c45e04a,2022,1,1
mem_638c45e04a,2023,4,3
mem_638c45e04a,2024,2,1
mem_638c45e04a,2025,6,1
mem_638c45e04a,2026,2,2
mem_65229f6177,2001,1,0
mem_65229f6177,2003,2,1
mem_65229f6177,2004,1,1
mem_65229f6177,2006,3,2
mem_65229f6177,2007,1,1
mem_65229f6177,2008,1,1
mem_65229f6177,2011,2,1
mem_65229f6177,2012,1,1
